sales_id,age,country,membership_status,previous_purchases,destination,stay_length,guests,travel_month,months_before_travel,earlybird_discount,package_Type,cost,rating,margin,additional_services_cost
6988,71,Spain,standard,2,Paris,43,2,8,3,False,Adventure,9871.099918861508,7,9235.562554211758,2750.594002394175
6989,39,Italy,gold,6,Cape Town,1,2,6,1,False,Adventure,153.68618564567612,6,-284.6578003789018,-48.34305162738403
6990,39,Australia,standard,1,New York,14,3,12,2,False,Adventure,3282.5126102996433,6,2923.4527482544727,447.17596027061046
6991,48,Spain,standard,1,Cairo,15,3,1,1,True,Adventure,3094.5190965809065,7,2856.636642716304,700.8964710909806
6992,54,UK,standard,3,Paris,7,2,2,10,False,Relaxation,1518.4080935591392,7,1125.823883145495,556.3184948224035
6993,54,UK,silver,1,Cairo,2,5,1,2,True,Adventure,509.1696831780779,7,285.9204371417681,91.42264574125379
6994,56,Canada,gold,5,Rome,6,2,8,12,False,Cultural,1575.8706036393276,8,1022.4715111788013,388.453054370801
6995,30,USA,silver,5,Rome,0,3,1,2,False,Cultural,8.05783476553522,5,-439.89914413605425,64.06946196052088
6996,35,Canada,gold,5,Tokyo,9,3,12,8,False,Cultural,2060.054441112985,8,1687.685178037915,206.65866312454298
6997,51,UK,standard,3,New York,29,4,1,1,False,Cultural,5774.58375320264,7,5442.786898118096,932.3415710582359
6998,32,Germany,standard,5,Paris,5,1,1,1,False,Cultural,1082.9132363010353,5,324.0325120759976,67.85860934677152
6999,39,Canada,silver,3,Cairo,9,2,12,1,False,Relaxation,2241.9829302869553,7,2116.9147615121315,583.1384707239891
7000,45,France,silver,10,Cairo,19,1,8,3,False,Cultural,5025.323177310171,6,4387.890800454908,653.0800671178405
7001,51,UK,standard,2,Sydney,4,3,8,11,False,Adventure,1056.1472201641477,5,395.47351658655725,288.2964999950685
7002,18,UK,gold,4,New York,8,2,7,1,False,Cultural,1905.1103493160801,6,1549.5412246876708,400.6881825286367
7003,50,Italy,standard,1,Rio,11,1,7,4,False,Adventure,2723.4180065910423,5,2283.7381675044253,582.7890074141367
7004,36,Italy,standard,4,Rome,4,2,6,1,False,Cultural,1211.0285006325494,7,600.0335081405598,79.10212487907916
7005,50,Germany,silver,2,New York,6,3,7,3,True,Relaxation,1533.5259263003586,5,1433.515348079854,457.3368606771705
7006,51,Germany,silver,8,Cairo,0,5,2,4,False,Cultural,-32.947770830245666,7,-208.30869972130623,-68.94589929772246
7007,64,Germany,standard,2,New York,9,3,6,3,False,Relaxation,2318.205905824514,7,1760.3337280370927,329.38448677866273
7008,60,Italy,standard,2,Sydney,15,1,2,3,False,Adventure,2757.2238042153267,5,2065.701751382852,544.1871610762124
7009,60,USA,standard,2,Rome,5,1,7,6,False,Adventure,1078.4061752834732,6,479.01817965346424,123.72966137812179
7010,61,France,silver,4,Rome,3,3,6,2,True,Cultural,870.065403634063,7,405.82065603555293,131.58043515904
7011,44,UK,silver,0,Sydney,0,1,6,1,False,Adventure,219.67765281762934,5,-471.15870339083926,130.7942909127429
7012,40,Germany,silver,2,Paris,16,2,7,3,False,Adventure,3550.4236082576526,6,3157.780230328081,449.85526638963904
7013,53,USA,standard,1,Paris,9,1,8,3,False,Adventure,2251.875416250127,7,1924.0180400725737,682.6798043914459
7014,50,Australia,gold,5,Sydney,3,1,12,6,False,Relaxation,612.8586336492344,7,217.30913387176986,153.2820558636467
7015,35,France,gold,6,Paris,12,3,8,9,False,Cultural,3055.0695963018456,7,2281.7383431058947,217.26211777997986
7016,46,Spain,standard,3,Rome,16,1,12,8,False,Relaxation,3565.0906284819093,5,3166.0047325680935,498.8130069044672
7017,39,Spain,standard,4,Rio,10,2,2,6,True,Relaxation,2209.9124319411108,7,1515.5912459932492,385.039255425178
7018,27,Italy,standard,1,Cape Town,3,1,8,2,False,Cultural,951.0494755499005,7,638.8214554623239,98.77391993154296
7019,59,Australia,standard,2,Rio,6,2,1,1,False,Adventure,989.5911186989831,5,552.844465707147,206.13778680929937
7020,40,Australia,gold,6,Cairo,2,1,2,1,False,Adventure,349.605947895405,6,234.29178730842506,136.91503596452262
7021,70,UK,silver,4,Paris,3,3,1,5,False,Relaxation,715.4720565786182,7,179.21330952220444,162.64084162952008
7022,18,USA,gold,5,New York,7,3,2,10,False,Adventure,1323.8273188051487,8,931.7060180941887,282.2855990718619
7023,31,USA,standard,3,Cairo,4,4,12,5,True,Adventure,896.7387116338158,7,761.1723857783827,183.51960471146447
7024,40,Australia,silver,2,Sydney,10,2,2,5,True,Adventure,1824.0490602648968,6,1279.4063312478993,235.93008253822745
7025,57,France,standard,4,Cape Town,25,2,6,11,False,Cultural,5670.560375206823,7,5254.3923822933775,1003.0913232624862
7026,45,Canada,standard,1,Rio,11,3,1,9,False,Relaxation,2160.6276645282474,6,1781.0907708340064,383.7052543914304
7027,44,Australia,silver,3,Tokyo,1,1,12,1,False,Relaxation,120.70987845278874,7,-43.13789646641847,-75.58679389834279
7028,23,UK,standard,4,Paris,5,4,1,7,False,Adventure,1079.9849925723001,7,547.3745118730379,113.36536556133618
7029,22,Australia,silver,6,Tokyo,7,4,1,7,False,Adventure,1457.8091308248204,5,1210.2124458500984,255.47400468838103
7030,44,France,silver,2,Paris,30,3,7,1,True,Cultural,7430.031844069373,5,6141.338915395736,1239.5590196683672
7031,19,France,gold,5,Cairo,6,2,12,7,False,Cultural,1245.487487780321,6,1141.0744347131756,235.33400946939406
7032,32,Australia,standard,1,Tokyo,12,2,12,4,False,Relaxation,2540.601248347822,5,2407.958891961608,582.1931873646794
7033,47,USA,silver,3,Rio,4,2,7,4,True,Adventure,914.759472305739,7,307.7933474469968,224.84934291835117
7034,25,Australia,gold,7,Rome,4,3,8,10,True,Adventure,555.7746614310946,9,127.24927004180415,96.75680490920152
7035,64,Germany,gold,7,Paris,22,1,6,2,False,Cultural,5104.163883097414,8,4664.165027244589,581.1342079048978
7036,58,Germany,silver,6,Sydney,6,1,1,5,True,Adventure,1448.2204384509587,6,750.6886480620624,258.41463134557296
7037,18,Canada,silver,4,Sydney,4,3,12,4,True,Relaxation,579.5194260588403,5,211.71574358985345,161.99669078885816
7038,26,UK,standard,3,New York,11,2,6,5,True,Adventure,2451.6391859678392,6,2176.8924849626937,792.3092459954274
7039,18,Italy,silver,2,Rio,10,3,6,3,True,Relaxation,2208.9754886097094,5,1851.7196551377929,386.51022708111583
7040,28,UK,silver,3,Rio,21,3,8,3,True,Relaxation,4940.432521716039,5,4457.322925551758,1338.7917634884998
7041,51,Spain,silver,5,Tokyo,13,5,7,7,False,Relaxation,3354.6241513879754,7,2548.919171282812,945.4386057812419
7042,33,USA,silver,3,Sydney,4,2,6,1,True,Relaxation,1089.1242788222155,6,413.9773105152831,191.5940353470089
7043,46,Italy,standard,3,New York,7,5,2,3,False,Cultural,1494.512418991813,7,1387.7969369492444,161.76315985085952
7044,18,UK,standard,3,Tokyo,2,2,1,3,False,Relaxation,292.3840759630461,7,161.97440160244417,77.9371398476255
7045,51,Canada,silver,4,Rio,6,3,2,2,False,Relaxation,1244.6218461796957,5,569.8648562871924,151.63021846837614
7046,31,Germany,standard,1,Cape Town,12,1,8,7,False,Adventure,2776.6195595468466,7,2458.4164105327527,748.4940718271881
7047,40,USA,standard,1,Cairo,4,3,7,1,False,Relaxation,858.9419261428777,5,739.9526983685537,141.59739938117878
7048,38,France,standard,0,Cape Town,6,4,1,2,True,Adventure,1187.3577579381579,5,584.6908660858992,129.82164691155117
7049,20,Germany,standard,2,New York,15,3,1,4,False,Relaxation,3139.370079753941,6,2809.247639000114,827.695248968228
7050,22,Canada,gold,6,Rio,30,1,12,2,False,Relaxation,7377.850579840947,8,7044.352148634435,2192.9561478118244
7051,54,USA,silver,5,Paris,9,5,7,5,True,Cultural,1940.393715392988,6,1327.3335890927272,296.1929026298265
7052,45,Italy,standard,2,Rome,11,2,7,3,False,Cultural,2730.652461234474,5,2147.232007201278,594.9102715671085
7053,55,Australia,standard,2,Cairo,11,2,7,1,False,Relaxation,2214.884090672416,5,1971.127878567125,597.2708224096189
7054,44,UK,standard,2,Tokyo,11,1,6,4,False,Cultural,2810.0540164612084,7,2582.4970892554115,452.9756742971361
7055,42,Canada,standard,4,Paris,2,1,7,2,False,Cultural,285.7662390517787,6,-272.91957113071555,52.9925977081181
7056,18,USA,standard,5,Tokyo,7,3,6,1,False,Relaxation,1392.1194033939069,5,1076.298214472102,273.352217163876
7057,35,Germany,gold,5,Cape Town,6,1,7,3,False,Adventure,1815.0743922152049,7,1312.5229374630226,451.4505506422587
7058,39,USA,standard,3,New York,6,2,6,6,False,Relaxation,1322.7730921975274,5,1202.148850171931,249.63602450791777
7059,69,Australia,silver,2,New York,12,1,12,2,False,Adventure,2459.371105935533,7,2133.3506503893204,435.9639766939974
7060,50,Canada,gold,4,Rome,23,5,12,2,False,Relaxation,4928.549397955546,7,4614.740376058308,850.1784726816081
7061,63,USA,gold,4,New York,23,4,8,10,False,Relaxation,6727.616241830433,9,5480.515440723022,1802.3096822216708
7062,48,France,standard,2,Cairo,7,3,1,4,False,Cultural,1775.8133886959754,7,1383.0568784006964,398.0289350767552
7063,29,Canada,silver,4,Cape Town,9,1,2,2,False,Cultural,1724.4476318401166,7,1353.1741882858603,266.73917418878693
7064,41,Canada,standard,2,Tokyo,4,1,8,2,False,Adventure,1118.00928978623,5,908.0745463896299,118.73898672027634
7065,43,Germany,standard,2,Tokyo,0,4,6,1,False,Relaxation,111.59302306942394,5,-26.058888607733593,-65.28587774650518
7066,25,Italy,standard,3,Cairo,24,1,2,2,False,Adventure,4633.722272088015,6,4526.577959066076,1077.7080705423282
7067,34,Spain,gold,5,New York,2,2,6,2,False,Cultural,349.25446492766355,7,51.85082949554629,31.721182166830367
7068,36,UK,standard,2,New York,7,1,8,17,False,Adventure,1754.2330468336256,7,1455.9317624326509,355.3108194607409
7069,64,Spain,silver,0,Cairo,4,4,6,2,True,Relaxation,939.3377553138926,7,831.2469207028639,151.05433727676711
7070,18,Italy,silver,1,Rome,5,1,2,1,False,Adventure,1155.2310312991438,7,696.3106168716001,365.48254944466504
7071,58,France,gold,7,Rio,6,4,2,1,False,Relaxation,1311.2386848168244,8,969.8391635998366,305.14987525342127
7072,25,Australia,silver,2,Rio,26,2,7,1,False,Adventure,5936.9764313646965,5,5543.094659466049,1660.8397517986077
7073,19,USA,standard,2,Cape Town,2,4,2,3,False,Adventure,102.68529581526826,7,-301.60737687198133,75.2552425974695
7074,57,Spain,standard,1,Paris,4,2,2,7,False,Adventure,971.017393819732,7,628.8695862813579,225.80070687032457
7075,50,UK,standard,1,Paris,11,4,2,3,True,Cultural,2466.696737044922,7,1731.6975148533363,200.12579778949652
7076,58,Italy,silver,3,New York,7,2,1,1,False,Cultural,1841.8043488156702,7,1658.410516181952,277.43051071381205
7077,52,Germany,silver,1,Sydney,9,4,7,5,True,Cultural,1923.6939261662708,6,1233.7601759182705,369.881895861693
7078,70,UK,silver,2,Paris,4,3,12,1,False,Adventure,1087.2117801066179,5,506.0714961578026,144.33636381554697
7079,48,Canada,standard,1,Paris,2,1,12,1,True,Cultural,1053.8552748659129,5,553.9499161859882,216.59175231690602
7080,37,Canada,silver,3,Sydney,9,5,12,1,True,Relaxation,1804.0025774341314,7,1436.4108081444915,388.0813782923617
7081,45,Australia,silver,3,Paris,7,1,1,9,True,Relaxation,1366.883363247892,5,783.6205590381005,277.5105420864607
7082,58,France,gold,6,New York,6,4,6,3,False,Relaxation,1810.4029601078817,6,1195.2054413613148,357.47752192071766
7083,28,USA,silver,3,Rio,2,2,7,4,False,Adventure,632.5830306334414,5,113.54298332141911,88.55503249857266
7084,30,USA,standard,3,Tokyo,46,4,1,5,True,Cultural,9289.19591684341,5,9111.515162305077,1381.0209030896494
7085,35,Germany,standard,6,Cape Town,4,3,6,3,False,Cultural,743.392785169413,7,205.68282145144508,87.1079826304929
7086,18,Australia,standard,7,New York,4,3,2,4,False,Adventure,701.5400365470334,5,530.6381306627432,282.0335286401265
7087,42,USA,silver,3,New York,7,2,2,2,False,Cultural,1404.1028097234598,6,1094.389584816045,270.90963069052304
7088,18,France,silver,2,Sydney,0,3,6,12,False,Cultural,-236.2111683227626,7,-813.6841575871306,-98.68911708964907
7089,40,Italy,standard,4,Cape Town,6,2,2,1,False,Relaxation,1030.01758890959,6,678.1831316805665,139.60351911127407
7090,52,Canada,standard,3,Rome,19,3,1,1,False,Relaxation,3658.7990021216174,7,3111.168704677425,985.4413833771562
7091,32,Italy,standard,7,Rome,15,1,8,2,False,Relaxation,3394.239769389364,6,2948.9667310675604,1050.3074348753407
7092,65,Italy,gold,6,New York,3,2,12,10,False,Cultural,542.8580472316041,8,234.8860422491082,105.6296533208674
7093,18,Australia,standard,4,Cape Town,6,2,7,2,False,Relaxation,1484.5026044260899,5,1048.1332065954407,331.43340558229704
7094,57,UK,standard,1,Cairo,6,4,7,1,True,Cultural,1561.253104111796,6,1416.2166882473357,234.00504593314912
7095,50,Spain,standard,2,Cairo,10,2,7,4,False,Cultural,2728.6996993776697,7,2351.049115502752,346.5744971644046
7096,18,Spain,standard,4,Rio,5,4,12,14,False,Adventure,905.2850939617554,6,552.3964725192725,232.1400211663809
7097,80,Australia,silver,3,Rome,12,5,7,1,True,Cultural,2528.477859323872,5,2010.1515013919934,453.2987463981198
7098,39,Italy,gold,3,Sydney,15,3,7,2,False,Cultural,3512.8210844834584,6,3165.555527044993,410.94826494270103
7099,26,Australia,standard,4,Rome,2,2,12,5,True,Relaxation,368.7214954556707,6,-101.8229351578637,-42.3528785263168
7100,18,France,silver,2,Tokyo,9,1,7,2,False,Cultural,1806.2023203835508,5,1685.5510004867488,320.12071591585925
7101,36,France,standard,1,Rome,19,3,8,2,True,Adventure,4435.8799562208105,6,3740.736171037307,1126.545906395951
7102,38,USA,gold,6,Rio,17,3,7,1,False,Adventure,3670.6416871940464,8,3348.4917203816067,900.8580935044504
7103,41,Spain,standard,3,Sydney,13,2,1,1,False,Cultural,2414.887091380965,6,1905.3110527695444,510.988847944795
7104,35,Germany,standard,2,Rio,15,2,2,1,False,Adventure,2796.6718635907064,5,2121.25198921407,767.6305530189773
7105,49,Germany,silver,4,Rio,8,3,2,5,True,Cultural,1658.7258002440412,6,1310.3605452429977,214.9348359202464
7106,34,Italy,standard,4,Paris,14,2,2,2,False,Relaxation,2519.522836811516,7,2111.76951809423,452.9447283286615
7107,18,France,standard,1,New York,10,1,7,2,False,Relaxation,1958.3861520324651,6,1808.9391747446753,583.1999851428676
7108,37,USA,silver,4,Rio,3,3,2,6,False,Relaxation,626.516889599471,7,32.22281118276953,248.2477250660192
7109,18,USA,silver,5,New York,3,1,8,2,False,Relaxation,798.046818344675,7,553.6825517457848,83.97478359938754
7110,45,USA,standard,9,Sydney,1,3,8,1,False,Adventure,289.9700030388405,7,-119.4038995759783,48.205419467115796
7111,25,Italy,silver,3,New York,22,2,1,2,False,Adventure,4139.959760544635,8,3944.919260879936,792.1700543862422
7112,42,Italy,silver,4,Sydney,5,2,2,3,False,Adventure,1102.6005344962796,7,672.1000540644092,283.84459222077857
7113,59,France,silver,4,Cape Town,36,1,12,1,False,Relaxation,8236.693058224035,5,7812.4952167030715,1218.479986975716
7114,25,Germany,silver,5,Tokyo,6,4,12,3,False,Cultural,978.0045724087905,7,729.8355231772674,226.314543901428
7115,55,USA,silver,6,Tokyo,7,4,7,1,False,Cultural,1523.5564840433315,5,1417.5275244998031,351.32833517113994
7116,33,France,standard,6,Paris,4,2,2,1,False,Relaxation,837.6469545559606,7,379.8141768245422,126.71357728983064
7117,66,UK,standard,6,Rio,1,3,7,4,False,Adventure,449.91888922197853,7,91.55759940828796,93.47728100261568
7118,34,UK,standard,3,New York,28,2,2,1,False,Cultural,5575.59238630119,7,5233.7088769908205,1273.7848572205066
7119,27,Canada,standard,4,Cape Town,4,2,8,1,False,Cultural,1046.3367851948478,6,470.3614173661981,175.68530858809666
7120,50,UK,silver,6,Paris,2,2,6,2,False,Cultural,630.9696181451741,7,268.62409774410037,120.86344196859832
7121,33,Australia,standard,3,Rome,15,2,7,2,False,Relaxation,3365.482108627319,6,2669.41442157493,496.17908821488993
7122,27,Canada,standard,4,New York,11,5,12,4,False,Cultural,2237.7847885842734,6,2098.730999762587,264.9577371810787
7123,32,UK,standard,0,Cape Town,9,2,6,9,False,Relaxation,2055.337329637699,7,1565.0795027289462,376.8053366595389
7124,39,Australia,standard,3,Paris,4,1,6,1,False,Cultural,1189.7449372344868,7,752.0055803984794,136.0391662073726
7125,60,UK,silver,1,Tokyo,6,2,7,9,False,Cultural,1558.660688250588,6,1287.6837204360836,324.5284214620283
7126,18,France,standard,5,Sydney,16,2,2,5,False,Cultural,3330.052354175173,6,2997.5396205122443,381.18777584249716
7127,40,Spain,silver,2,Cape Town,7,2,6,1,False,Adventure,1556.4657725655163,6,916.7520312676081,355.79154096872446
7128,49,Australia,standard,5,Cape Town,1,1,1,7,False,Cultural,131.13730319100523,6,-302.21614090510286,96.93500723959299
7129,42,USA,gold,6,Tokyo,2,3,12,1,True,Relaxation,575.512283369398,6,338.02448233802625,75.49578458506471
7130,59,France,gold,4,Tokyo,12,1,2,13,False,Adventure,2477.243719045105,7,2196.232281433186,790.5426357285111
7131,38,Spain,silver,3,Cape Town,7,3,8,5,True,Relaxation,1133.3324981355283,7,795.072111582995,334.3691702560721
7132,37,Australia,gold,4,Sydney,0,3,1,2,False,Adventure,-53.46469884947956,6,-437.6831033938199,-25.117002536104444
7133,48,France,silver,4,Paris,13,3,6,4,False,Cultural,3348.64518866233,6,2589.523624913219,499.52044873740624
7134,41,USA,gold,6,Paris,15,3,2,11,False,Relaxation,3089.2900206306176,7,2545.5564890101814,951.0442917219439
7135,34,Australia,gold,5,Paris,2,3,1,2,False,Relaxation,231.5490400156331,7,-154.7604566852593,72.91223016373229
7136,47,Australia,gold,4,Cairo,2,2,7,2,False,Cultural,591.7771349357326,6,293.2978428869833,142.58144555833098
7137,30,Spain,silver,7,Cape Town,18,2,2,6,False,Adventure,3376.2543743421434,5,2775.959036156246,772.8448976721744
7138,30,France,silver,3,New York,29,3,7,2,False,Adventure,6599.919632101137,7,6254.976014669221,1434.8528212644387
7139,32,UK,silver,3,Cairo,3,2,7,1,True,Relaxation,862.0522611256544,6,743.0793515731226,165.20280651058044
7140,60,Australia,standard,4,Cairo,4,4,8,4,False,Relaxation,1234.4572362418887,5,1038.295253923613,394.743250195505
7141,18,UK,standard,2,Sydney,27,1,12,2,False,Relaxation,6032.170350874356,5,5435.027849905102,1670.9124561982392
7142,45,Australia,gold,7,Cape Town,3,2,2,9,True,Adventure,534.1111258588963,6,-19.570371348054437,54.548377265172874
7143,40,Germany,standard,2,Rio,8,2,1,1,True,Adventure,1715.4580604429557,7,1030.050947978684,445.70277574223627
7144,18,Canada,silver,1,Rome,7,1,8,3,False,Cultural,1516.1024117127088,6,817.0186228988057,327.037128985873
7145,44,UK,standard,2,Cape Town,2,1,12,5,False,Relaxation,539.977484844977,6,209.60530419413567,163.8650992845379
7146,47,UK,standard,2,Cape Town,5,2,7,7,False,Cultural,872.6226567508927,6,279.1880517180888,137.95614032832378
7147,48,Spain,gold,6,Rio,2,1,2,5,True,Relaxation,619.5714492957844,6,59.42387059713417,290.3185450698274
7148,18,USA,gold,4,Rome,16,2,12,9,False,Adventure,3715.01813696283,6,3055.5735761022693,980.1227381975135
7149,60,Germany,silver,5,Rio,8,1,8,5,True,Relaxation,1871.520787750759,5,1270.9050432274648,308.2064241915643
7150,28,USA,standard,1,Tokyo,19,2,8,2,True,Cultural,4260.969035945768,6,3891.248690618842,456.9825393441887
7151,50,Germany,standard,2,Sydney,3,1,8,6,False,Cultural,465.6890391045725,6,118.32453839855862,81.37050037781901
7152,51,Germany,standard,5,Cairo,14,1,12,3,False,Adventure,3454.4754701451484,5,3325.6261439580485,622.4613916370976
7153,26,Italy,standard,3,Rio,2,2,12,4,False,Relaxation,544.1832392053765,5,-77.37749504690385,205.81557137275385
7154,49,France,standard,4,Cape Town,4,5,6,2,False,Cultural,640.890208702291,7,136.0124282002751,12.108482258901418
7155,34,France,silver,2,Rome,1,4,1,13,False,Cultural,197.12365680505337,6,-397.483203167382,54.755814950945144
7156,18,France,standard,5,Rio,4,1,7,3,True,Cultural,1103.7755053232183,7,608.5083841971408,105.99344012178085
7157,57,Australia,silver,2,Cape Town,7,4,2,6,False,Adventure,1386.2334130764007,6,740.176782901391,282.2672102555253
7158,28,Spain,standard,3,Cairo,10,2,7,8,False,Relaxation,2457.3885616753196,5,2251.6711720598964,793.3064491395745
7159,27,USA,standard,0,Cape Town,16,2,6,3,False,Adventure,3847.5059087132527,7,3458.6463911304177,683.7594562202427
7160,33,Canada,standard,5,Rio,6,5,1,5,True,Relaxation,1337.9150038845878,7,663.6391342703491,349.7309463918642
7161,44,Germany,gold,7,New York,4,1,2,8,False,Adventure,679.6804527271379,7,285.5555060583306,97.44615875698707
7162,39,Germany,silver,2,Cairo,6,4,2,1,False,Cultural,1380.9877927558268,5,1128.404823049218,79.85253103977908
7163,48,Spain,standard,1,Cape Town,6,1,8,2,False,Relaxation,1550.709340530801,5,1018.9354118712587,448.2244824098275
7164,19,UK,silver,3,Cape Town,8,1,8,6,False,Relaxation,1912.9118749206184,5,1590.231844668401,502.34999070873636
7165,28,Australia,gold,7,Cape Town,4,3,12,2,False,Cultural,1100.3010488589869,6,740.4708160696132,128.59408061572645
7166,38,Canada,silver,6,Tokyo,10,3,1,1,False,Adventure,2216.096763748414,6,1844.8533233134015,312.7784626376814
7167,68,France,silver,3,Paris,6,1,7,1,True,Adventure,1424.3079251742852,7,827.8641800715435,265.42237043622436
7168,38,Germany,standard,3,Tokyo,6,4,6,2,True,Adventure,1462.236032259583,6,1270.6194855076765,435.0735530507838
7169,56,UK,silver,3,Cairo,14,3,1,7,False,Adventure,2952.1282713263763,6,2782.978663879356,515.9544142013159
7170,40,USA,silver,3,Rio,1,3,7,1,True,Relaxation,64.80293412609655,6,-246.22366087556833,-37.546644795996
7171,32,Germany,silver,1,Sydney,3,3,6,15,True,Adventure,862.5076624057708,7,457.218053091114,325.4947833955463
7172,36,UK,gold,5,Rio,14,4,12,1,True,Relaxation,3056.293257584903,6,2446.2525605754527,426.98838898876943
7173,37,USA,standard,3,Cairo,15,5,8,1,False,Adventure,3589.8131419728757,7,3346.259241867318,934.7875506997033
7174,49,Australia,standard,4,Cape Town,15,4,1,3,False,Cultural,3045.502755824565,7,2660.220875824241,541.391031468806
7175,60,France,gold,6,Paris,17,1,6,5,False,Relaxation,3853.7192044992435,7,3283.7338183056554,921.150355573851
7176,45,Spain,silver,1,Tokyo,23,2,8,3,False,Relaxation,5363.080510163077,7,4994.635598534714,1133.8434194041406
7177,57,USA,standard,3,Tokyo,13,1,7,1,False,Cultural,2994.616270192881,5,2743.2811494562898,636.3870986446518
7178,25,Germany,standard,4,Rio,26,2,7,2,False,Relaxation,5745.740163337126,6,5364.595480842929,1253.9374530662724
7179,33,Italy,gold,5,Cairo,19,4,12,6,False,Cultural,4699.8833181662485,7,4114.932098500886,367.7581029001971
7180,29,Italy,standard,6,New York,0,5,1,1,False,Relaxation,-141.5424018307041,6,-521.0847223002211,-29.69183447857521
7181,44,Canada,standard,1,Sydney,2,2,12,3,True,Adventure,314.62309896188367,6,-153.395024411959,53.83334773892496
7182,34,USA,standard,2,Sydney,7,3,2,4,False,Relaxation,1347.5829513084655,6,785.2931034536333,273.11262033671625
7183,50,Canada,gold,5,Cape Town,16,1,12,17,False,Relaxation,3792.033188946546,8,3345.654400259867,1216.7132914644274
7184,26,Canada,gold,5,Rome,15,3,12,1,True,Relaxation,3290.06279193031,7,2898.893003369119,681.87751015676
7185,40,USA,silver,7,Cape Town,14,5,7,9,False,Adventure,2969.7195368351936,5,2432.044180138153,434.73342664916674
7186,50,Spain,silver,4,Cairo,5,3,7,2,False,Relaxation,896.3299395530127,6,790.500637842496,172.1921792341459
7187,18,Spain,standard,2,Cairo,12,2,7,1,False,Cultural,2605.785734240906,5,2471.7887722161804,357.45811112745935
7188,71,Italy,standard,3,Cape Town,12,1,8,6,True,Relaxation,2599.41374157624,4,2275.3819697820695,445.14208124384584
7189,35,Australia,gold,5,Sydney,8,5,7,1,False,Relaxation,1655.8819769609215,8,1024.3700870590756,619.1491152199786
7190,18,Spain,standard,3,Rome,7,2,2,1,False,Cultural,1348.7620957638965,7,905.9734297964694,197.28310377233086
7191,42,USA,standard,2,Paris,5,3,8,1,False,Relaxation,1062.251346472575,6,523.9749455764659,265.66421885898313
7192,40,Italy,silver,1,Cairo,4,2,12,2,True,Adventure,962.9383088285698,5,769.3572315520515,130.73555930353194
7193,38,Spain,standard,1,Cape Town,9,1,7,1,False,Relaxation,1817.3098120917027,7,1396.3468677758374,394.36674103402436
7194,54,UK,silver,5,New York,22,2,12,1,False,Relaxation,5953.612597828554,5,4664.274488479704,1109.57291648343
7195,51,France,silver,3,Paris,1,3,6,6,False,Adventure,155.19699407333692,6,-263.995644196165,39.37473339694499
7196,44,Canada,silver,6,Paris,14,3,8,2,False,Cultural,3383.009657108213,5,2707.0252761774536,813.8871412711851
7197,46,France,standard,1,Paris,26,3,7,2,True,Relaxation,5672.36335947056,5,5221.189957064207,1722.1139998587523
7198,38,Italy,standard,3,Cairo,23,2,1,5,False,Relaxation,4781.750364648817,5,4624.281366764511,1171.998594302656
7199,66,Germany,silver,4,Sydney,4,1,6,2,False,Relaxation,1046.3602469802554,7,683.0443818681774,207.7408043202166
7200,18,Canada,gold,7,Paris,6,2,8,1,False,Adventure,911.7608279163011,8,447.0102645844236,264.71929271170427
7201,42,Italy,standard,2,Tokyo,5,2,12,1,False,Cultural,1074.3189557575147,5,684.5221535469676,280.49629320023547
7202,40,Germany,gold,4,Cairo,33,3,6,2,True,Adventure,7548.876699842961,8,7394.44222848773,2082.8020356034135
7203,52,UK,silver,3,Cairo,7,2,2,4,False,Adventure,1438.5067069207664,5,1328.539361248635,346.20495494517183
7204,27,UK,gold,6,Rome,6,4,12,3,False,Adventure,1745.6397632944406,7,1424.16835725566,300.14751494072726
7205,18,France,standard,4,Sydney,5,1,6,7,False,Relaxation,988.1532255404355,7,541.9683105927401,291.1025688966103
7206,42,UK,standard,2,Paris,16,1,6,1,False,Adventure,3782.3536319911072,5,3408.866937136966,653.4166277449542
7207,44,Italy,standard,6,Cairo,12,2,6,2,False,Relaxation,2662.1821828473053,7,2545.9336894597286,928.0214018145648
7208,62,Italy,standard,4,Rio,23,2,1,6,False,Cultural,4581.665505028842,5,3882.215421323742,663.4538998790173
7209,20,USA,gold,5,Sydney,10,3,12,4,False,Adventure,2152.6758731069217,5,1453.0816325356989,417.77934056563817
7210,57,Canada,standard,3,New York,55,1,7,2,True,Cultural,12870.669049359878,5,12744.815967674982,2138.4116057358633
7211,75,Germany,silver,1,New York,21,2,1,1,False,Adventure,4314.251217554847,6,4213.42210699948,1163.983306863317
7212,34,Spain,standard,1,Sydney,9,2,1,2,False,Cultural,2103.4834170777945,6,1588.2390461218633,334.4305256986817
7213,20,France,silver,3,Cape Town,5,3,8,1,False,Adventure,1379.7348117100473,4,680.4226607246619,232.2506124333915
7214,33,France,standard,3,Cairo,8,5,1,1,False,Cultural,1869.1273031472922,7,1598.5452653767406,221.40084670119887
7215,40,UK,standard,6,Cairo,14,3,1,2,True,Cultural,3150.425584913791,5,2641.022588745039,746.142118784215
7216,48,UK,standard,1,New York,12,3,7,4,True,Adventure,2613.8379907501408,5,2295.0456043765616,612.1992935016348
7217,31,Italy,silver,3,Rio,4,3,12,3,False,Cultural,742.4213703395056,5,111.25567091457344,225.74176299263547
7218,63,Germany,standard,6,New York,23,3,1,16,False,Cultural,4459.626381690859,5,4169.3716827724065,587.9905833676252
